t,x,y,yaw,yaw_rate,vx,vy,z_s,vz_s,pitch,roll,steer,z_u_FL,z_u_FR,z_u_RL,z_u_RR,Fz_FL,Fz_FR,Fz_RL,Fz_RR,Fx_FL,Fx_FR,Fx_RL,Fx_RR,Fy_FL,Fy_FR,Fy_RL,Fy_RR,kappa_FL,kappa_FR,kappa_RL,kappa_RR,alpha_FL,alpha_FR,alpha_RL,alpha_RR,alpha_dyn_FL,alpha_dyn_FR,alpha_dyn_RL,alpha_dyn_RR,w_FL,w_FR,w_RL,w_RR,airborne
1.63,24.134490881384615,1.0579942960839683,0.25722671134348635,-0.05021463378353062,14.556199639177292,0.09892107395911888,1.040685685661169,3.216630591245401,-0.22944454342479845,-0.049900863968302685,0.1,1.1694990793167077,1.2494181928082215,0.7499635446939188,0.833745484805129,0.0,0.0,4970.2240819431245,2836.267176548517,0.0,0.0,68.63235753390607,68.64390153698929,0.0,0.0,265.4100356117104,146.40703481779454,-0.03214737322570845,0.05031317068168482,0.0008685625711850321,0.0014057738235615574,-0.09735107087781485,-0.0973365934016676,0.01142167781648502,0.011483304512584499,-0.09513602452908013,-0.09542013647137726,-0.005331222058193579,-0.004757823175683617,42.605490180306596,45.984199524057836,44.266800130496506,44.05284814764727,False
1.64,24.27500730062795,1.0959916191126595,0.256715230503306,-0.051724920621215136,14.555747722125187,0.10807973266160216,1.0726754479815825,3.1774160521119676,-0.221924969174908,-0.04911270268066716,0.1,1.1895773005134251,1.2686768488297835,0.7845574245991513,0.861974937981736,0.0,0.0,3573.6934108504006,1346.6114801683227,0.0,0.0,67.90422548264245,54.78340641656006,0.0,0.0,61.21498117743578,18.092082816840705,-0.03224536335880864,0.05037885032141766,0.0011336254695288302,0.002243723758969984,-0.09684792056189467,-0.09683017304605625,0.012188163226430529,0.01225591025418906,-0.09555640452857121,-0.095774205337432,-0.0016212117202147995,-0.001174972422378625,42.605490180306596,45.984199524057836,44.28072625203565,44.08476011217075,False
1.65,24.415518615055376,1.133995277578971,0.25619665799724306,-0.051906387543432866,14.555354811142026,0.11568026681930965,1.104156502820668,3.1149155121357617,-0.21392829405159858,-0.04796785927575608,0.0,1.209243864971763,1.2869439772658455,0.8173038928084668,0.8877361669424855,0.0,0.0,2124.953669445244,0.0,0.0,0.0,62.502650324291125,0.0,0.0,0.0,-33.65644831224521,0.0,-0.03675910064471796,0.04550235691936389,0.0016660481322540901,0.005478473606602829,0.003657922967980018,0.0036785915644330738,0.01272580678437134,0.012796792401207383,-0.09456834790307186,-0.0947410719353862,0.001422951281243298,0.0017733175324514802,42.605490180306596,45.984199524057836,44.30351263146823,44.22541560352084,False
1.66,24.556026608079126,1.1719960520837558,0.2556778239135141,-0.051850179208652585,14.554868641217304,0.12293360751117312,1.1349030962430888,3.031498881682239,-0.20566858356994538,-0.04646841950048982,0.0,1.22848766484332,1.3041882568405487,0.8477925766758023,0.9116032045699223,0.0,0.0,644.0333630496431,0.0,0.0,0.0,37.589438189921346,0.0,0.0,0.0,-29.544148362247448,0.0,-0.036724085776943145,0.04553417927460171,0.003145358322793123,0.010965755944773304,0.004159615528653393,0.004183094072141024,0.013217950822591485,0.013291603430919601,-0.07330123323068094,-0.0735376762331501,0.003918953447943283,0.004197342191266982,42.605490180306596,45.984199524057836,44.367331110255094,44.465415603520846,False
1.67,24.696530226248825,1.209993707205028,0.2551594098944482,-0.05184005790069145,14.554186912485324,0.13042630998711785,1.1647374413145275,2.933415019133363,-0.19731444990538582,-0.0447225841525801,0.0,1.2472647587542607,1.3204199519261617,0.8757607259711475,0.9351845104845827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.03667856411454315,0.04558271503230199,0.007921592060367098,0.0164695860393752,0.004674003889245315,0.004700381841625784,0.013730933956512854,0.013807432897080953,-0.05651744622136108,-0.05678098708900926,0.005984115886962695,0.006208701620446964,42.605490180306596,45.984199524057836,44.5764690928968,44.705415603520855,True
1.68,24.83702745444883,1.2479896142991993,0.2546410093154411,-0.05184005790069145,14.553446279849052,0.13797101710334395,1.1935477399469043,2.8280512749235953,-0.18897260883589623,-0.04288260292450625,0.0,1.2654694307561338,1.3357129026736776,0.9023542754575569,0.9590811743641345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.03662967774043559,0.04563607545095643,0.013399675426253818,0.021978631016886307,0.005191187540662829,0.005220485637006194,0.014248506931581096,0.014327892696678213,-0.04324679858610019,-0.04351356649594716,0.007714906125365396,0.007899507206803887,42.605490180306596,45.984199524057836,44.81646909289681,44.945415603520864,True
1.69,24.9775181887332,1.2859838310827716,0.254122608736434,-0.05184005790069145,14.552701804607235,0.1455153392791544,1.2212928607980391,2.7208950073348688,-0.18068381491961288,-0.04101695207792149,0.0,1.2829918924353183,1.3501417542860805,0.9287663026619614,0.9833636678702784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.03658053272971067,0.045689718207266805,0.018878583127575187,0.02748851036350157,0.005708396035673529,0.005740614691179352,0.014766102322240958,0.014848375267385201,-0.03273036839041437,-0.03298538597166721,0.009183681240081402,0.00933879288182278,42.605490180306596,45.984199524057836,45.05646909289682,45.18541560352087,True
1.7,25.118002428891028,1.3239763610950064,0.2536042081574269,-0.05184005790069145,14.551953487310742,0.15305927452268286,1.2479661301751377,2.6138472487335185,-0.17245676302740331,-0.03914689670795701,0.0,1.2997559248010295,1.3637439761009706,0.9553361366021718,1.0079427262728176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.03653112904033178,0.04574364334760466,0.024358319580102605,0.032999228545420645,0.006225629373196222,0.006260769002285762,0.015283720126419625,0.015368880606335525,-0.024373263312612307,-0.024607720631050545,0.010447037167245037,0.010580621970750803,42.605490180306596,45.984199524057836,45.29646909289683,45.42541560352088,True
1.71,25.2584801747167,1.3619672078758103,0.2530858075784198,-0.05184005790069145,14.551201328511372,0.16060282084234906,1.2735721585743318,2.5074921201456646,-0.16428959953141073,-0.037278702339829106,0.0,1.3157134751273787,1.3765284672216445,0.9820900990447265,1.0326921348240141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.036481466629913965,0.04579785091872446,0.029838889200926654,0.03851079003019097,0.006742887552105046,0.006780948568420179,0.01580136034200019,0.015889408710617694,-0.017709102769607667,-0.0179183948908924,0.011549344076678056,0.011667436254784627,42.605490180306596,45.984199524057836,45.53646909289684,45.66541560352089,True
1.72,25.39895142600994,1.399956374965726,0.2525674069994127,-0.05184005790069145,14.550445328761857,0.1681459762468588,1.2981187330737347,2.4019607788956625,-0.15617736849871744,-0.03541395762540459,0.0,1.3308334817107057,1.3884891303463927,1.0089530492163628,1.057486295509013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.03643154545572404,0.045852340967763396,0.03532029640846774,0.044023199286717996,0.007260170571229446,0.007301153387631594,0.016319022966821622,0.01640995957727509,-0.012372251874406442,-0.01255457584385349,0.012525387768825086,0.0126325545464418,42.605490180306596,45.984199524057836,45.776469092896846,45.9054156035209,True
1.73,25.539416182575767,1.4379438659059303,0.2520490064204056,-0.05184005790069145,14.549685488615847,0.1756887387452049,1.3216140592042303,2.2972336680346364,-0.1481145265814899,-0.033552829758561865,0.0,1.3450942972918887,1.3996135537298469,1.0358227613771485,1.082210274903156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.03638136547467937,0.045907113542242826,0.0408025456224864,0.04953646078527691,0.0077774784293542015,0.00782138345792325,0.016836707998678823,0.016930533203306015,-0.00807605538395473,-0.008231416631549564,0.013402440307602653,0.013502134001534095,42.605490180306596,45.984199524057836,46.016469092896855,46.14541560352091,True
1.74,25.679874444224538,1.4759296842382217,0.2515306058413985,-0.05184005790069145,14.548921808627918,0.18323110634666723,1.3440658710481586,2.1932457087107857,-0.14009575777804933,-0.031695081865226384,0.0,1.3584795335172075,1.4098874703539712,1.0625956039379976,1.106761423238993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.03633092664334848,0.04596216869006754,0.04628564126409284,0.0550505789975211,0.008294811125219393,0.008341638777252627,0.01735441543532258,0.01745112958566366,-0.004595774902628023,-0.004725291755758676,0.014201883240433285,0.014296709711594007,42.605490180306596,45.984199524057836,46.256469092896864,46.38541560352092,True
1.75,25.820326210771917,1.5139138335050182,0.25101220526239143,-0.05184005790069145,14.548154289353574,0.19077307706081353,1.3654811885364457,2.0899224092788766,-0.13211620620156886,-0.029840385716866757,0.0,1.3709759484425634,1.4192967856329115,1.0891748875207214,1.1310486566254039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.036280228917950796,0.04601750645952605,0.051769587755757365,0.06056555839649345,0.00881216865752043,0.008861919343531447,0.017872145274459607,0.017971748721256123,-0.0017552129010165159,-0.0018606368562702445,0.014940480094701843,0.015032403268120649,42.605490180306596,45.984199524057836,46.496469092896874,46.62541560352093,True
1.76,25.9607714820389,1.5518963172493496,0.25049380468338434,-0.05184005790069145,14.54738293134925,0.19831464889749964,1.385866294185696,1.9871918072343817,-0.12417151314620213,-0.027988414407432584,0.0,1.382572387660587,1.427828393945906,1.1154730663837065,1.1549912458457892,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.03622927225435721,0.04607312689928998,0.05725438952131881,0.06608140345663484,0.009329551024908008,0.009382225154625654,0.01838989751375248,0.01849239060694638,0.0005837731912620973,0.0005003821345094248,0.0156313739415751,0.01572187148384467,42.605490180306596,45.984199524057836,46.73646909289688,46.86541560352094,True
1.77,26.101210257851807,1.5898771390148487,0.24997540410437724,-0.05184005790069145,14.546607735172294,0.20585581986687013,1.4052267799254794,1.8849880057230954,-0.11625779144663602,-0.02613886723250128,0.0,1.3932592344991988,1.4354704389232824,1.1414118010507106,1.17851761960959,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.036178056608088295,0.04612903005841605,0.06274005098599726,0.07159811865379655,0.009846958225988158,0.009902556208355439,0.018907672150819725,0.019013055239552323,0.002529491354639157,0.0024659788532728254,0.016284869437403572,0.016375051146091835,42.605490180306596,45.984199524057836,46.97646909289689,47.105415603520946,True
1.78,26.241642538042267,1.6278563023457493,0.24945700352537015,-0.05184005790069145,14.54582870138098,0.21339658797935876,1.4235676123390075,1.7832518312471286,-0.10837158255124626,-0.02429147418499918,0.0,1.403028099994824,1.4422123344651574,1.1669213222224173,1.2015642941759808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.036126581934315526,0.04618521598634471,0.06822657657640172,0.07711570846524926,0.010364390259322212,0.010422912502495229,0.01942546918323576,0.019533742615846762,0.0041668593664094655,0.004121112936400927,0.016909045913079464,0.01699974366049658,42.605490180306596,45.984199524057836,47.2164690928969,47.345415603520955,True
1.79,26.382068322447218,1.6658338107868742,0.24893860294636305,-0.05184005790069145,14.545045830534503,0.22093695124568885,1.4408931988607816,1.681930545773292,-0.10050981150508123,-0.022445994649343506,0.0,1.4118716265266162,1.4480446910426001,1.1919396116238192,1.2240749353878702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.03607484818786059,0.046241684732900905,0.07371397072054106,0.08263417736969306,0.010881847123426805,0.010943294034773676,0.019943288608530917,0.020054452732557387,0.005562456958308596,0.005532487874004017,0.01751023801724908,0.017602074011275778,42.605490180306596,45.984199524057836,47.45646909289691,47.585415603520964,True
1.8,26.52248761090894,1.7038096678836328,0.24842020236735596,-0.05184005790069145,14.544259123192992,0.228476907676874,1.4572074494190215,1.5809772851183748,-0.09266974464854348,-0.020602214687773155,0.0,1.419783347683594,1.4529592104135656,1.2164115808285503,1.2459995369381325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0360228553231961,0.04629843634829328,0.0792022378478335,0.08815352984726756,0.011399328816773885,0.011463700802873667,0.020461130424191436,0.020575185586366812,0.0067684865644693625,0.006752474532509589,0.01809341253018377,0.01818685106095812,42.605490180306596,45.984199524057836,47.69646909289692,47.82541560352097,True
1.81,26.66290040327501,1.7417838771820138,0.24790180178834886,-0.05184005790069145,14.54346857991749,0.23601645528421838,1.472513832138027,1.4803504531424267,-0.084848951298616,-0.018759944192899405,0.0,1.4267575784319975,1.4569485751759597,1.2402883076218454,1.2672936977687048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.03597060329444446,0.04635547088311548,0.08469138238911679,0.0936737703795624,0.011916835337790704,0.011984132804432321,0.02097899462765948,0.021095941173912554,0.007825878471427706,0.007822191318387316,0.018662463781136795,0.018757850401458095,42.605490180306596,45.984199524057836,47.93646909289693,48.06541560352098,True
1.82,26.803306699398345,1.7797564422285759,0.24738340120934177,-0.05184005790069145,14.542674201269957,0.24355559207931715,1.4868154231039974,1.3800131465665137,-0.07704526950236432,-0.016919014244160813,0.0,1.4327893237153588,1.4600063435484467,1.2635263455141748,1.2879179845130975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.035918092055377514,0.046412788388346456,0.09018140877665948,0.09919490344962806,0.012434366684859824,0.012504590037040988,0.021496881216333134,0.02161671949178706,0.008766725224353122,0.008773922290807158,0.019220445254565312,0.01931803640716144,42.605490180306596,45.984199524057836,48.17646909289694,48.30541560352099,True
1.83,26.94370649913717,1.8177273665704443,0.24686500063033467,-0.05184005790069145,14.541875987813288,0.2510943160740572,1.5001149506305966,1.2799326315067214,-0.06925677558597532,-0.015079274734106838,0.0,1.4378741998156717,1.4621268529541456,1.2860871064329789,1.3078373677244812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.03586532155941823,0.0464703889153487,0.09567232144416804,0.10471693354198436,0.0129519228563191,0.013025072498245239,0.022014790187566382,0.022137520536537655,0.009616190199414535,0.009633015546976228,0.019769751170774178,0.019869736560418974,42.605490180306596,45.984199524057836,48.416469092896946,48.545415603521,True
1.84,27.084099802355038,1.8556966537553028,0.24634660005132758,-0.05184005790069145,14.541073940111286,0.25863262528061726,1.5124148345635418,1.1800798745143386,-0.06148175713139011,-0.013240592256625995,0.0,1.4420083655298128,1.4633051331720106,1.307936311445657,1.3270207227004034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.03581229175963823,0.04652827251587091,0.10116412482679989,0.11023986514263254,0.0134695038504617,0.01354558018554488,0.022532721538669143,0.022658344304666615,0.010394003940572829,0.010419373603293512,0.020312258847897023,0.020414778309529587,42.605490180306596,45.984199524057836,48.656469092896955,48.78541560352101,True
1.85,27.224486608920817,1.8936643073313872,0.24582819947232049,-0.05184005790069145,14.540268058728676,0.2661705177114686,1.523717221156139,1.0804291249981,-0.0537186890123097,-0.011402848232392794,0.0,1.4451884614330406,1.463536828717283,1.329043502999995,1.3454403871851415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0357590026087591,0.04658643924204656,0.10665682336117206,0.11576370273906439,0.01398710966553608,0.014066113096393933,0.023050675266907256,0.023179190792631112,0.011115637314182367,0.011148623475191672,0.020849440317179446,0.02095459651332554,42.605490180306596,45.984199524057836,48.896469092896965,49.02541560352102,True
1.86,27.364866918708696,1.9316303308474798,0.2453097988933134,-0.05184005790069145,14.539458344231102,0.2737079913793757,1.5340240140063752,0.9809575442878499,-0.04596621214884407,-0.009565937245377992,0.0,1.4474115560681822,1.4628181297233176,1.3493816121658666,1.3630717693186962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.03570545405915158,0.04664488914639477,0.1121504214853714,0.12128845082027277,0.014504740299746027,0.014586671228200667,0.0235686513695025,0.02370005999684327,0.011793221294028329,0.011833035303361428,0.021382449833144617,0.02149031779487056,42.605490180306596,45.984199524057836,49.136469092896974,49.26541560352103,True
1.87,27.505240731598168,1.9695947278529007,0.2447913983143063,-0.05184005790069145,14.538644797185139,0.28124504429739616,1.543336901497355,0.8816448764418298,-0.03822311467396957,-0.007729765566465368,0.0,1.4486750981845742,1.4611457105001107,1.368926574817777,1.3798930000540535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.03565164606283676,0.046703622281819075,0.11764492363896342,0.12681411387676136,0.015022395751250587,0.015107254578327551,0.024086649843632554,0.02422095191367009,0.012436268106428922,0.012482243573157465,0.02191219248535521,0.022022826767523748,42.605490180306596,45.984199524057836,49.37646909289698,49.50541560352104,True
1.88,27.64560804747405,2.007557501897501,0.2442729977352992,-0.05184005790069145,14.537827418158267,0.2887816744788818,1.5516573811352357,0.7824731562095846,-0.030488315238256843,-0.005894249842922534,0.0,1.448976874312743,1.4585166749627212,1.3876569912763597,1.3958846249658523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.035597578571483976,0.04676263870160965,0.12314033426300434,0.1323406964005556,0.01554007601816414,0.015627863144091293,0.024604670686431046,0.024741866539433537,0.013052236641204881,0.013103813355476631,0.022439377993658683,0.022552818029631574,42.605490180306596,45.984199524057836,49.61646909289699,49.745415603521046,True
1.89,27.785968866226497,2.0455186565316623,0.2437545971562921,-0.05184005790069145,14.537006207718887,0.2963178799374788,1.5589867811350695,0.6834264499953917,-0.02276084820994419,-0.004059315934966889,0.0,1.448314971066421,1.454928508181974,1.4055538245068144,1.4110293309701176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.03554325153641175,0.0468219384594423,0.12863665780005082,0.13786820288521273,0.016057781098556358,0.016148496922762837,0.025122713894987544,0.0252628038704105,0.013646975765308293,0.013703684876921007,0.022964562887013908,0.02308083698653509,42.605490180306596,45.984199524057836,49.856469092897,49.985415603521055,True
1.9,27.926323187750974,2.0834781953062813,0.243236196577285,-0.05184005790069145,14.536181166436318,0.30385365868712844,1.5653262795656275,0.5844906261067238,-0.01503985055492698,-0.0022248978828501766,0.0,1.4466877416415747,1.4503790333804472,1.4226001325121882,1.4253117039920031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0354886649085876,0.046881521609378723,0.1341338986941686,0.14339663782583184,0.01657551099045223,0.016669155911567347,0.025640779466347564,0.025783763902832817,0.014225071909598624,0.01428652256744213,0.023488183574725475,0.023607311901084435,42.605490180306596,45.984199524057836,50.09646909289701,50.225415603521064,True
1.91,28.066671011948248,2.121436121772768,0.24271779599827792,-0.05184005790069145,14.535352294880798,0.31138900874206693,1.570676921329196,0.48565315098175843,-0.007324550205716003,-0.0003909369897868585,0.0,1.4440937760449537,1.4448663737669816,1.4387808310480237,1.438718014071955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.03543381863862797,0.046941388205866505,0.13963206139094345,0.14892600571906367,0.017093265691832015,0.017189840107684207,0.026158867397512532,0.026304746632887226,0.014790121602876719,0.014855989113267444,0.024010582276989094,0.024132579057715008,42.605490180306596,45.984199524057836,50.33646909289702,50.46541560352107,True
1.92,28.20701233872442,2.1593924394830397,0.24219939541927082,-0.05184005790069145,14.534519593623484,0.31892392811682657,1.575039633221166,0.3869029084600649,0.00038574424985361944,0.0014426189922814292,0.0,1.4405318746379794,1.438388918668489,1.4540824832219734,1.4512360248004041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.03537871267679798,0.047001538303739474,0.1451311503374911,0.1544563110631221,0.01761104520063128,0.017710549508247016,0.02667697768543982,0.02682575205671542,0.015344945161594155,0.01541496063077393,0.024532027356805593,0.024656902519963164,42.605490180306596,45.984199524057836,50.57646909289703,50.70541560352108,True
1.93,28.347347167990907,2.1973471519895136,0.24168099484026373,-0.05184005790069145,14.533683063236445,0.32645841482623605,1.5784152372865676,0.28823003949127035,0.008091652710120389,0.003275816585624601,0.0,1.4360010246281085,1.4309452934773617,1.4684931129309122,1.462854824324469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.03532334697301112,0.047061971958217985,0.15063116998246734,0.15998755835779302,0.018128849514740912,0.018231284110343617,0.02719511032704277,0.027346780170414045,0.015891754242720768,0.01596569561330803,0.025052729262254953,0.025180489643226136,42.605490180306596,45.984199524057836,50.81646909289704,50.94541560352109,True
1.94,28.487675499664448,2.2353002628450973,0.24116259426125664,-0.05184005790069145,14.532842704292662,0.3339924668854206,1.580804462666132,0.1896257999706713,0.01579373166419157,0.005108697228606764,0.0,1.430500379180648,1.4225343329862568,1.4820020394334588,1.473564675482979,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.035267721476828835,0.047122689224909406,0.15613212477607927,0.16551975210444603,0.01864667863200708,0.018752043911016064,0.02771326531919065,0.02786783097003468,0.01643228322262038,0.016509967583833034,0.025572853027005137,0.025703503254872428,42.605490180306596,45.984199524057836,51.056469092897046,51.1854156035211,True
1.95,28.62799733366709,2.2732517756031867,0.24064419368224954,-0.05184005790069145,14.531998517366041,0.34152608230980325,1.5822079561027047,0.09108243465193178,0.02349248137740503,0.006941297845603116,0.0,1.42402923886017,1.4131550577297685,1.4945997306621972,1.4833568829032642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.035211836137461566,0.04718369015980697,0.16163401917009254,0.1710528968060429,0.01916453255023127,0.019272828907260668,0.028231442658708708,0.028388904451583877,0.01696789221304661,0.01704916925164216,0.02609252807221886,0.026226071217784912,42.605490180306596,45.984199524057836,51.296469092897055,51.42541560352111,True
1.96,28.76831266992619,2.311201693817657,0.24012579310324245,-0.05184005790069145,14.531150503031396,0.3490592591151042,1.5826262912595082,-0.007406934681227733,0.031188352262030428,0.008773651353021184,0.0,1.4165870351428222,1.4028066529950158,1.5062776731515892,1.4922236751387825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.03515569090376722,0.047244974819291435,0.16713685761784416,0.1765869969671493,0.019682411267170255,0.01979363909602793,0.028749642342378125,0.028910000611023116,0.01749964783843031,0.01758439429555552,0.026611855892527615,0.026748293939529974,42.605490180306596,45.984199524057836,51.536469092897065,51.66541560352112,True
1.97,28.908621508374445,2.3491500210428566,0.23960739252423535,-0.05184005790069145,14.530298661864457,0.35659199531734215,1.5820599769846146,-0.10584840839686725,0.03888175052571308,0.010605787108591115,0.0,1.40817331576942,1.3914884502010054,1.5170282566984226,1.5001581001443636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.03509928572425176,0.04730654326013048,0.17264064457425135,0.18212205709394527,0.02020031478053612,0.020314474474222594,0.029267864366936045,0.02943111944426884,0.01802838657607046,0.01811650158038588,0.02713091608291475,0.027270250268533795,42.605490180306596,45.984199524057836,51.776469092897074,51.90541560352113,True
1.98,29.04892384894987,2.3870967608336002,0.23908899194522826,-0.05184005790069145,14.52944299444186,0.36412428893283444,1.5805094646408082,-0.20424739698035443,0.046573043179646334,0.012437731310286113,0.0,1.3987877317346717,1.37919991038025,1.526844672085227,1.507153932578865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.03504262054706851,0.047368395539479434,0.1781453844958221,0.18765808169423454,0.020718243087996253,0.020835335038703644,0.0297861087290756,0.02995226094719247,0.01855476442394306,0.018646165580584628,0.02764977106469837,0.027792002123800518,42.605490180306596,45.984199524057836,52.01646909289708,52.14541560352114,True
1.99,29.18921969159577,2.4250419167451622,0.23857059136622116,-0.05184005790069145,14.528583501341162,0.3716561379781975,1.5779751546065193,-0.30260869905201127,0.05426256247914007,0.014269507350520749,0.0,1.3884300257305133,1.3659406095260158,1.5357208203863675,1.513205591596138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.03498569532001875,0.04743053171488066,0.18365108184066536,0.19319507527745503,0.02123619618717335,0.021356220786284276,0.03030437542544586,0.030473425115620387,0.019079295847896992,0.019173915974083695,0.028168469791460284,0.02831359813024531,42.605490180306596,45.984199524057836,52.25646909289709,52.385415603521146,True
2.0,29.329509036260788,2.4629854923332735,0.23805219078721407,-0.05184005790069145,14.527720183140833,0.37918754047034764,1.5744574020415862,-0.4009365705618711,0.0619506098609939,0.016101136130641448,0.0,1.3771000218817127,1.3517102255951177,1.543651232544392,1.5183080679369156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.034928509990551325,0.047492951844263935,0.1891577410685,0.19873304235468917,0.0217541740756454,0.021877131713731925,0.030822664452651888,0.03099461194533393,0.0196023843226343,0.019700168732718282,0.028687050655126323,0.02883507647325607,42.605490180306596,45.984199524057836,52.4964690928971,52.625415603521155,True
2.01,29.46979188289888,2.500927491154106,0.23753379020820697,-0.05184005790069145,14.52685304042026,0.386718494426501,1.569956522000973,-0.49923478615931194,0.06963745943476697,0.01793263634016127,0.0,1.364797616629815,1.336508526979751,1.550630998052981,1.5224568592687275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.03487106450576268,0.04755565598594647,0.19466536664066558,0.20427198743867364,0.022272176750945696,0.022398067817768243,0.031340975807254694,0.03151582143206941,0.020124346281150358,0.020225250535792945,0.029205543764858434,0.029356467140201428,42.605490180306596,45.984199524057836,52.73646909289711,52.865415603521164,True
2.02,29.610068231469302,2.5388679167642763,0.23701538962919988,-0.05184005790069145,14.525982073759726,0.39424899786417456,1.5644727939701852,-0.5975066936224975,0.07732336107855037,0.019764024704691772,0.0,1.3515227706374862,1.320335362282828,1.55665570171477,1.5256479128402118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.03481335881239529,0.04761864419863458,0.20017396302013404,0.20981191504381252,0.022790204210562864,0.02291902909506914,0.03185930948577131,0.03203705357151813,0.020645429895504105,0.020749417940935315,0.029723972734140968,0.02987779368056895,42.605490180306596,45.984199524057836,52.97646909289712,53.10541560352117,True
2.03,29.750338081936643,2.5768067727208352,0.23649698905019279,-0.05184005790069145,14.52510728374044,0.40177904880118614,1.558006465887787,-0.6957552621324761,0.08500854318410074,0.021595316206081495,0.0,1.3372755015994993,1.3031906512498588,1.5617213675592683,1.527877574621934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.034755392856839595,0.047681916541421634,0.20568353467151712,0.21535282968618355,0.023308256451940814,0.023440015542264745,0.03237766548467472,0.032558308359326375,0.02116582980459187,0.02127287243828468,0.030242356082215874,0.030399074588127028,42.605490180306596,45.984199524057836,53.21646909289713,53.34541560352118,True
