t,x_world,y_world,yaw_deg_carla,vx,vy,yaw_rate,ax,ay,steer,throttle,brake,Fz_FL,Fz_FR,Fz_RL,Fz_RR
7.88,-57.57382583618164,-24.39668846130371,-169.36981201171875,9.320196458935111,0.24060214240010702,0.42772085708418894,-0.12668834191059702,3.983569116680245,0.12493041827263222,0.3039410623194666,0.0,2681.9936304012836,4242.296186412764,2439.241727334634,3690.3176549912746
7.9,-57.758113861083984,-24.425045013427734,-169.85997009277344,9.319730728490429,0.2405064563808003,0.42768645224888646,-0.1261494904580858,3.9817649333486895,0.12485396296438478,0.3040807814528714,0.0,2682.2883343494213,4241.8794669760955,2439.582500336049,3690.0879971697236
7.92,-57.94263458251953,-24.451828002929688,-170.34996032714844,9.319276978884346,0.24037411452506002,0.42760496413732907,-0.12550818512957668,3.9793415336491305,0.1247573486176903,0.3042169063346961,0.0,2682.693541377447,4241.330014685972,2440.0320439511647,3689.772079440532
7.94,-58.12736129760742,-24.477027893066406,-170.83990478515625,9.318836565719954,0.2402024661596548,0.4274722961790272,-0.12477343482113622,3.976343601245764,0.12463452510228448,0.3043490302840139,0.0,2683.2013433555867,4240.657731502571,2440.5822368964896,3689.376060939557
7.96,-58.31229782104492,-24.500654220581055,-171.32965087890625,9.31841154687217,0.2399851039732,0.4272813167148762,-0.123906982990244,3.97254786602719,0.12448511631630427,0.304476535938349,0.0,2683.8515919392335,4239.814419900202,2441.27257579469,3688.868839026214
7.98,-58.49740982055664,-24.5226993560791,-171.8191680908203,9.318003808420373,0.23971748327015568,0.4270259333334585,-0.12291442850273922,3.9679785848938227,0.12430388246225792,0.304598857473888,0.0,2684.6400151892412,4238.805608942918,2442.098524823877,3688.2537364821405
8.0,-58.68270492553711,-24.54317283630371,-172.3082733154297,9.317615753882853,0.23939255987574104,0.42669786547197835,-0.1217657443595896,3.9624555724366526,0.1240900564934084,0.3047152738351441,0.0,2685.598830821958,4237.592542285315,2443.0918354694722,3687.505596637474
8.02,-58.8681526184082,-24.56206703186035,-172.7969970703125,9.317249625801288,0.23900510905568656,0.426289823502177,-0.12046513606006372,3.955990442205523,0.12383602628419872,0.30482511225961345,0.0,2686.7260967610746,4236.1781184723195,2444.250115059464,3686.625908108919
8.04,-59.053749084472656,-24.57938575744629,-173.2852020263672,9.31690847057498,0.23854578991214992,0.4257910536390228,-0.11896757174455834,3.9483122764529868,0.12353769532465723,0.3049274588275061,0.0,2688.070292825312,4234.504043378606,2445.621112896477,3685.576807116827
8.06,-59.23947525024414,-24.595136642456055,-173.7727813720703,9.31659554770204,0.23800517182881065,0.4251901471103761,-0.1172572972746994,3.9393149819121103,0.12318981459005102,0.3050213356893881,0.0,2689.650505403412,4232.547834082179,2447.2232308193397,3684.3433645516207
